state_abbreviation,state_name,reporting_month,reporting_year,preliminary_or_updated,final_report,total_medicaid_and_chip_enrollment,total_medicaid_enrollment,total_chip_enrollment,medicaid_and_chip_child_enrollment,total_adult_medicaid_enrollment,new_applications_submitted_to_medicaid_and_chip_agencies,total_applications_for_financial_assistance_submitted_at_state_level,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_chip_at_application,total_medicaid_and_chip_determinations
OR,Oregon,2024-04-01,2024,U,Y,1350074.0,1165360.0,184714.0,483724.0,,15636.0,15636.0,256819.0,26305.0,283124.0
OR,Oregon,2024-05-01,2024,U,Y,1333943.0,1150632.0,183311.0,481434.0,,15610.0,15610.0,204996.0,17794.0,222790.0
OR,Oregon,2024-06-01,2024,U,Y,1318085.0,1136366.0,181719.0,478813.0,,14350.0,14350.0,216435.0,29070.0,245505.0
OR,Oregon,2024-07-01,2024,U,Y,1287121.0,1106100.0,181021.0,477492.0,809629.0,17091.0,17091.0,210562.0,21432.0,231994.0
OR,Oregon,2024-08-01,2024,U,Y,1293500.0,1111089.0,182411.0,478619.0,814881.0,16677.0,16677.0,206565.0,21072.0,227637.0
OR,Oregon,2024-09-01,2024,U,Y,1299661.0,1115511.0,184150.0,479979.0,819682.0,15796.0,15796.0,205117.0,19603.0,224720.0
OR,Oregon,2024-10-01,2024,U,Y,1304530.0,1118626.0,185904.0,480752.0,823778.0,16779.0,16779.0,209738.0,19834.0,229572.0
OR,Oregon,2024-11-01,2024,U,Y,1312806.0,1125216.0,187590.0,481771.0,831035.0,14884.0,14884.0,184916.0,17777.0,202693.0
OR,Oregon,2024-12-01,2024,U,Y,1317097.0,1128359.0,188738.0,482731.0,834366.0,15836.0,15836.0,416609.0,26485.0,443094.0
OR,Oregon,2025-01-01,2025,U,Y,1316486.0,1126652.0,189834.0,483329.0,833157.0,17602.0,17602.0,250070.0,22420.0,272490.0
OR,Oregon,2025-02-01,2025,U,Y,1318386.0,1127670.0,190716.0,483562.0,834824.0,13405.0,13405.0,194968.0,20511.0,215479.0
OR,Oregon,2025-03-01,2025,U,Y,1310574.0,1120280.0,190294.0,481369.0,829205.0,14163.0,14163.0,205039.0,18854.0,223893.0
OR,Oregon,2025-04-01,2025,U,Y,1315595.0,1126114.0,189481.0,480869.0,834726.0,14242.0,14242.0,197164.0,17847.0,215011.0
OR,Oregon,2025-05-01,2025,U,Y,1319921.0,1130366.0,189555.0,480638.0,839283.0,13179.0,13179.0,188439.0,17782.0,206221.0
OR,Oregon,2025-06-01,2025,U,Y,1324553.0,1135009.0,189544.0,480354.0,844199.0,13515.0,13515.0,180453.0,18812.0,199265.0
OR,Oregon,2025-07-01,2025,U,Y,1317200.0,1130081.0,187119.0,477591.0,839609.0,14074.0,14074.0,204721.0,21863.0,226584.0
OR,Oregon,2025-08-01,2025,U,Y,1310037.0,1125335.0,184702.0,474888.0,835149.0,13854.0,13854.0,179978.0,19062.0,199040.0
OR,Oregon,2025-09-01,2025,U,Y,1309058.0,1125025.0,184033.0,474215.0,834843.0,15251.0,15251.0,212204.0,21898.0,234102.0
OR,Oregon,2025-10-01,2025,U,Y,1308135.0,1124118.0,184017.0,473392.0,834743.0,14450.0,14450.0,205967.0,21070.0,227037.0
OR,Oregon,2025-11-01,2025,U,Y,1308255.0,1124039.0,184216.0,472263.0,835992.0,12507.0,12507.0,179324.0,20348.0,199672.0
OR,Oregon,2025-12-01,2025,U,Y,1308432.0,1123951.0,184481.0,472156.0,836276.0,15450.0,15450.0,401111.0,26296.0,427407.0
OR,Oregon,2026-01-01,2026,U,Y,1302137.0,1117586.0,184551.0,471919.0,830218.0,16593.0,16593.0,217380.0,24104.0,241484.0
OR,Oregon,2026-02-01,2026,P,N,1288913.0,1106086.0,182827.0,469532.0,819381.0,14152.0,14152.0,200686.0,22842.0,223528.0
PA,Pennsylvania,2019-01-01,2019,U,Y,3016820.0,2720791.0,296029.0,1424353.0,,99201.0,99201.0,92104.0,11680.0,103784.0
PA,Pennsylvania,2019-02-01,2019,U,Y,3010265.0,2714943.0,295322.0,1422014.0,,83044.0,83044.0,78044.0,9391.0,87435.0
PA,Pennsylvania,2019-03-01,2019,U,Y,3017489.0,2721282.0,296207.0,1425541.0,,95678.0,95678.0,87958.0,9846.0,97804.0
PA,Pennsylvania,2019-04-01,2019,U,Y,3017274.0,2720905.0,296369.0,1425386.0,,95185.0,95185.0,91606.0,10861.0,102467.0
PA,Pennsylvania,2019-05-01,2019,U,Y,3014563.0,2717787.0,296776.0,1424527.0,,93066.0,93066.0,86781.0,10132.0,96913.0
PA,Pennsylvania,2019-06-01,2019,U,Y,3004032.0,2708396.0,295636.0,1420174.0,,88353.0,88353.0,79715.0,9258.0,88973.0
PA,Pennsylvania,2019-07-01,2019,U,Y,3007088.0,2710177.0,296911.0,1422445.0,,99081.0,99081.0,90484.0,10455.0,100939.0
PA,Pennsylvania,2019-08-01,2019,U,Y,3008789.0,2710312.0,298477.0,1425001.0,,97905.0,97905.0,92456.0,10917.0,103373.0
PA,Pennsylvania,2019-09-01,2019,U,Y,2992777.0,2696358.0,296419.0,1417499.0,,91808.0,91808.0,83478.0,9177.0,92655.0
PA,Pennsylvania,2019-10-01,2019,U,Y,2993527.0,2693701.0,299826.0,1419352.0,,101762.0,101762.0,94282.0,11956.0,106238.0
PA,Pennsylvania,2019-11-01,2019,U,Y,2987581.0,2686536.0,301045.0,1415684.0,,90851.0,90851.0,85171.0,10422.0,95593.0
PA,Pennsylvania,2019-12-01,2019,U,Y,2986439.0,2685303.0,301136.0,1412936.0,,92703.0,92703.0,88845.0,12091.0,100936.0
PA,Pennsylvania,2020-01-01,2020,U,Y,2995303.0,2693097.0,302206.0,1417222.0,,110675.0,110675.0,67067.0,11544.0,78611.0
PA,Pennsylvania,2020-02-01,2020,U,Y,2989204.0,2687743.0,301461.0,1412736.0,,90788.0,90788.0,84637.0,10410.0,95047.0
PA,Pennsylvania,2020-03-01,2020,U,Y,3011408.0,2700151.0,311257.0,1427133.0,,99102.0,99102.0,95525.0,14396.0,109921.0
PA,Pennsylvania,2020-04-01,2020,U,Y,3060956.0,2747857.0,313099.0,1446682.0,,95217.0,95217.0,142603.0,8959.0,151562.0
PA,Pennsylvania,2020-05-01,2020,U,Y,3094732.0,2794633.0,300099.0,1451911.0,,66733.0,66733.0,80881.0,3986.0,84867.0
PA,Pennsylvania,2020-06-01,2020,U,Y,3119757.0,2824900.0,294857.0,1456527.0,,61284.0,61284.0,64761.0,3359.0,68120.0
PA,Pennsylvania,2020-07-01,2020,U,Y,3149552.0,2856188.0,293364.0,1463675.0,,65143.0,65143.0,62449.0,3417.0,65866.0
PA,Pennsylvania,2020-08-01,2020,U,Y,3184383.0,2889243.0,295140.0,1475869.0,,69511.0,69511.0,66288.0,3943.0,70231.0
PA,Pennsylvania,2020-09-01,2020,U,Y,3212864.0,2918236.0,294628.0,1483548.0,,67668.0,67668.0,67045.0,3629.0,70674.0
PA,Pennsylvania,2020-10-01,2020,U,Y,3242930.0,2947314.0,295616.0,1493504.0,,74304.0,74304.0,72222.0,4178.0,76400.0
PA,Pennsylvania,2020-11-01,2020,U,Y,3270683.0,2975354.0,295329.0,1499414.0,,89987.0,108473.0,68953.0,3493.0,72446.0
PA,Pennsylvania,2020-12-01,2020,U,Y,3303119.0,3007081.0,296038.0,1507733.0,,99357.0,126338.0,87024.0,3777.0,90801.0
PA,Pennsylvania,2021-01-01,2021,U,Y,3329984.0,3034636.0,295348.0,1514243.0,,87477.0,98855.0,72832.0,4074.0,76906.0
PA,Pennsylvania,2021-02-01,2021,U,Y,3345840.0,3051646.0,294194.0,1517827.0,,69988.0,75553.0,65636.0,3451.0,69087.0
PA,Pennsylvania,2021-03-01,2021,U,Y,3365904.0,3071774.0,294130.0,1523869.0,,78102.0,84290.0,68474.0,3244.0,71718.0
PA,Pennsylvania,2021-04-01,2021,U,Y,3383454.0,3091655.0,291799.0,1528683.0,,71834.0,78133.0,60021.0,2753.0,62774.0
PA,Pennsylvania,2021-05-01,2021,U,Y,3393651.0,3107906.0,285745.0,1528704.0,,65434.0,72316.0,51845.0,2737.0,54582.0
PA,Pennsylvania,2021-06-01,2021,U,Y,3405675.0,3125365.0,280310.0,1528984.0,,65800.0,71764.0,55041.0,2692.0,57733.0
PA,Pennsylvania,2021-07-01,2021,U,Y,3422966.0,3145878.0,277088.0,1532891.0,,67034.0,73588.0,50322.0,2424.0,52746.0
PA,Pennsylvania,2021-08-01,2021,U,Y,3444045.0,3169221.0,274824.0,1538624.0,,75878.0,84016.0,55931.0,2830.0,58761.0
PA,Pennsylvania,2021-09-01,2021,U,Y,3465577.0,3192373.0,273204.0,1544457.0,,74288.0,78343.0,64448.0,2792.0,67240.0
PA,Pennsylvania,2021-10-01,2021,U,Y,3485696.0,3214137.0,271559.0,1549818.0,,74155.0,78427.0,68177.0,2747.0,70924.0
PA,Pennsylvania,2021-11-01,2021,U,Y,3504694.0,3235562.0,269132.0,1552224.0,,78308.0,103621.0,71026.0,3636.0,74662.0
PA,Pennsylvania,2021-12-01,2021,U,Y,3523735.0,3255429.0,268306.0,1556340.0,,72068.0,90100.0,71569.0,3911.0,75480.0
PA,Pennsylvania,2022-01-01,2022,U,Y,3542093.0,3274668.0,267425.0,1560758.0,,80259.0,91829.0,68237.0,3118.0,71355.0
PA,Pennsylvania,2022-02-01,2022,U,Y,3555204.0,3289243.0,265961.0,1563964.0,,70655.0,74989.0,66232.0,2973.0,69205.0
PA,Pennsylvania,2022-03-01,2022,U,Y,3570327.0,3305833.0,264494.0,1567937.0,,78902.0,83957.0,72088.0,2699.0,74787.0
PA,Pennsylvania,2022-04-01,2022,U,Y,3582469.0,3320152.0,262317.0,1569511.0,,69865.0,75290.0,62278.0,2409.0,64687.0
PA,Pennsylvania,2022-05-01,2022,U,Y,3592984.0,3331850.0,261134.0,1570500.0,,71108.0,75211.0,61491.0,2381.0,63872.0
PA,Pennsylvania,2022-06-01,2022,U,Y,3605718.0,3345711.0,260007.0,1572837.0,,73984.0,77726.0,64003.0,2424.0,66427.0
PA,Pennsylvania,2022-07-01,2022,U,Y,3621759.0,3362021.0,259738.0,1577452.0,,70664.0,74345.0,61491.0,2346.0,63837.0
PA,Pennsylvania,2022-08-01,2022,U,Y,3638737.0,3379171.0,259566.0,1581944.0,,80896.0,85479.0,68461.0,3000.0,71461.0
PA,Pennsylvania,2022-09-01,2022,U,Y,3626994.0,3367833.0,259161.0,1566245.0,,75825.0,79452.0,64439.0,2566.0,67005.0
PA,Pennsylvania,2022-10-01,2022,U,Y,3640482.0,3386362.0,254120.0,1569778.0,,79363.0,83470.0,67462.0,2614.0,70076.0
PA,Pennsylvania,2022-11-01,2022,U,Y,3659332.0,3405253.0,254079.0,1572649.0,,77959.0,111880.0,69287.0,3062.0,72349.0
PA,Pennsylvania,2022-12-01,2022,U,Y,3674072.0,3419180.0,254892.0,1575816.0,,72598.0,89194.0,69416.0,3746.0,73162.0
PA,Pennsylvania,2023-01-01,2023,U,Y,3695842.0,3441065.0,254777.0,1581355.0,,81907.0,92146.0,71000.0,3011.0,74011.0
PA,Pennsylvania,2023-02-01,2023,U,Y,3711321.0,3458336.0,252985.0,1585127.0,,66940.0,72129.0,63455.0,2933.0,66388.0
PA,Pennsylvania,2023-03-01,2023,U,Y,3730393.0,3479427.0,250966.0,1587964.0,,78749.0,83238.0,66951.0,2773.0,69724.0
PA,Pennsylvania,2023-04-01,2023,U,Y,3741046.0,3490269.0,250777.0,1590469.0,,72668.0,76966.0,35032.0,1905.0,36937.0
PA,Pennsylvania,2023-05-01,2023,U,Y,3735737.0,3487594.0,248143.0,1585122.0,,80919.0,85424.0,79328.0,14104.0,93432.0
PA,Pennsylvania,2023-06-01,2023,U,Y,3694128.0,3439685.0,254443.0,1574902.0,,85098.0,89872.0,71786.0,6491.0,78277.0
PA,Pennsylvania,2023-07-01,2023,U,Y,3644466.0,3388164.0,256302.0,1564230.0,,88876.0,93745.0,75917.0,6456.0,82373.0
PA,Pennsylvania,2023-08-01,2023,U,Y,3598200.0,3336669.0,261531.0,1551020.0,,106610.0,112237.0,91503.0,8736.0,100239.0
PA,Pennsylvania,2023-09-01,2023,U,Y,3527282.0,3264766.0,262516.0,1529703.0,,100913.0,106715.0,77289.0,10335.0,87624.0
PA,Pennsylvania,2023-10-01,2023,U,Y,3480589.0,3207239.0,273350.0,1522393.0,,107132.0,113201.0,101491.0,14191.0,115682.0
PA,Pennsylvania,2023-11-01,2023,U,Y,3443182.0,3157738.0,285444.0,1520028.0,,119561.0,157492.0,97297.0,11539.0,108836.0
PA,Pennsylvania,2023-12-01,2023,U,Y,3392187.0,3102062.0,290125.0,1506074.0,,96095.0,113962.0,98710.0,11242.0,109952.0
PA,Pennsylvania,2024-01-01,2024,U,Y,3361187.0,3065228.0,295959.0,1504843.0,,112734.0,125905.0,103112.0,9706.0,112818.0
PA,Pennsylvania,2024-02-01,2024,U,Y,3336943.0,3038372.0,298571.0,1505740.0,,100760.0,106354.0,99850.0,9587.0,109437.0
PA,Pennsylvania,2024-03-01,2024,U,Y,3284345.0,2987158.0,297187.0,1496359.0,,102351.0,107944.0,98464.0,9344.0,107808.0
PA,Pennsylvania,2024-04-01,2024,U,Y,3213310.0,2917052.0,296258.0,1480481.0,,102318.0,108229.0,97509.0,9154.0,106663.0
PA,Pennsylvania,2024-05-01,2024,U,Y,3147630.0,2861048.0,286582.0,1458798.0,,98442.0,103824.0,90624.0,8781.0,99405.0
PA,Pennsylvania,2024-06-01,2024,U,Y,3110289.0,2825529.0,284760.0,1449330.0,,89319.0,94009.0,77541.0,7120.0,84661.0
PA,Pennsylvania,2024-07-01,2024,U,Y,3118882.0,2833381.0,285501.0,1454246.0,1664636.0,105478.0,110330.0,91160.0,7599.0,98759.0
PA,Pennsylvania,2024-08-01,2024,U,Y,3123715.0,2835343.0,288372.0,1458744.0,1664971.0,102762.0,107793.0,96306.0,9810.0,106116.0
PA,Pennsylvania,2024-09-01,2024,U,Y,3116633.0,2828955.0,287678.0,1456160.0,1660473.0,100689.0,105516.0,92545.0,8533.0,101078.0
PA,Pennsylvania,2024-10-01,2024,U,Y,3128952.0,2839051.0,289901.0,1461823.0,1667129.0,101967.0,107464.0,102227.0,9348.0,111575.0
PA,Pennsylvania,2024-11-01,2024,U,Y,3093636.0,2801579.0,292057.0,1456900.0,1636736.0,95039.0,121886.0,76508.0,7098.0,83606.0
PA,Pennsylvania,2024-12-01,2024,U,Y,3089741.0,2800122.0,289619.0,1452435.0,1637306.0,93532.0,114181.0,98763.0,9447.0,108210.0
PA,Pennsylvania,2025-01-01,2025,U,Y,3110325.0,2814521.0,295804.0,1464068.0,1646257.0,111536.0,125888.0,104646.0,10029.0,114675.0
PA,Pennsylvania,2025-02-01,2025,U,Y,3108474.0,2813682.0,294792.0,1463071.0,1645403.0,90015.0,95826.0,102185.0,10625.0,112810.0
PA,Pennsylvania,2025-03-01,2025,U,Y,3101521.0,2808943.0,292578.0,1458736.0,1642785.0,100851.0,106566.0,115945.0,12418.0,128363.0
PA,Pennsylvania,2025-04-01,2025,U,Y,3097376.0,2807525.0,289851.0,1454631.0,1642745.0,99580.0,106666.0,116235.0,12496.0,128731.0
PA,Pennsylvania,2025-05-01,2025,U,Y,3077895.0,2788645.0,289250.0,1447035.0,1630860.0,91719.0,97086.0,102498.0,10998.0,113496.0
PA,Pennsylvania,2025-06-01,2025,U,Y,3053056.0,2771907.0,281149.0,1433250.0,1619806.0,87960.0,93027.0,88668.0,8995.0,97663.0
PA,Pennsylvania,2025-07-01,2025,U,Y,3054730.0,2774744.0,279986.0,1433156.0,1621574.0,96987.0,102646.0,100477.0,10174.0,110651.0
PA,Pennsylvania,2025-08-01,2025,U,Y,3042995.0,2762788.0,280207.0,1429763.0,1613232.0,94664.0,100425.0,92368.0,9660.0,102028.0
PA,Pennsylvania,2025-09-01,2025,U,Y,3037911.0,2757077.0,280834.0,1427517.0,1610394.0,100758.0,106330.0,106539.0,11255.0,117794.0
PA,Pennsylvania,2025-10-01,2025,U,Y,3032947.0,2750634.0,282313.0,1426012.0,1606935.0,91447.0,116843.0,107075.0,12344.0,119419.0
PA,Pennsylvania,2025-11-01,2025,U,Y,3011909.0,2732233.0,279676.0,1415229.0,1596680.0,80353.0,152914.0,84320.0,11817.0,96137.0
PA,Pennsylvania,2025-12-01,2025,U,Y,3005350.0,2724282.0,281068.0,1411573.0,1593777.0,102465.0,125140.0,118956.0,16129.0,135085.0
PA,Pennsylvania,2026-01-01,2026,U,Y,3019296.0,2735637.0,283659.0,1416720.0,1602576.0,107565.0,118958.0,125061.0,14683.0,139744.0
PA,Pennsylvania,2026-02-01,2026,P,N,2994399.0,2715845.0,278554.0,1405664.0,1588735.0,95091.0,101139.0,77390.0,8185.0,85575.0
RI,Rhode Island,2019-01-01,2019,U,Y,309557.0,276472.0,33085.0,122779.0,,2478.0,2478.0,4831.0,630.0,5461.0
RI,Rhode Island,2019-02-01,2019,U,Y,305218.0,272489.0,32729.0,122340.0,,1982.0,1982.0,2943.0,406.0,3349.0
RI,Rhode Island,2019-03-01,2019,U,Y,304979.0,271732.0,33247.0,122261.0,,1975.0,1975.0,3112.0,427.0,3539.0
RI,Rhode Island,2019-04-01,2019,U,Y,303377.0,272618.0,30759.0,120783.0,,2108.0,2108.0,3303.0,487.0,3790.0
RI,Rhode Island,2019-05-01,2019,U,Y,301912.0,270273.0,31639.0,120639.0,,1861.0,1861.0,2863.0,367.0,3230.0
RI,Rhode Island,2019-06-01,2019,U,Y,300759.0,269191.0,31568.0,120003.0,,1696.0,1696.0,2598.0,347.0,2945.0
RI,Rhode Island,2019-07-01,2019,U,Y,301142.0,268803.0,32339.0,120129.0,,1913.0,1913.0,3012.0,435.0,3447.0
RI,Rhode Island,2019-08-01,2019,U,Y,301223.0,268738.0,32485.0,119943.0,,1875.0,1875.0,2915.0,413.0,3328.0
RI,Rhode Island,2019-09-01,2019,U,Y,298266.0,265705.0,32561.0,118486.0,,1526.0,1526.0,2213.0,256.0,2469.0
RI,Rhode Island,2019-10-01,2019,U,Y,298297.0,265561.0,32736.0,118303.0,,1324.0,1324.0,1742.0,149.0,1891.0
RI,Rhode Island,2019-11-01,2019,U,Y,291798.0,258989.0,32809.0,116959.0,,1566.0,1566.0,2037.0,149.0,2186.0
RI,Rhode Island,2019-12-01,2019,U,Y,292050.0,258860.0,33190.0,116855.0,,2065.0,2065.0,2333.0,154.0,2487.0
RI,Rhode Island,2020-01-01,2020,U,Y,293293.0,259908.0,33385.0,117301.0,,1584.0,1584.0,2106.0,138.0,2244.0
RI,Rhode Island,2020-02-01,2020,U,Y,289944.0,256120.0,33824.0,116420.0,,1282.0,1282.0,1716.0,103.0,1819.0
RI,Rhode Island,2020-03-01,2020,U,Y,292639.0,258801.0,33838.0,116392.0,,1964.0,1964.0,2333.0,121.0,2454.0
RI,Rhode Island,2020-04-01,2020,U,Y,299750.0,269345.0,30405.0,117251.0,,2026.0,2026.0,2547.0,143.0,2690.0
RI,Rhode Island,2020-05-01,2020,U,Y,302288.0,272941.0,29347.0,117371.0,,1110.0,1110.0,1653.0,114.0,1767.0
RI,Rhode Island,2020-06-01,2020,U,Y,305900.0,276577.0,29323.0,118125.0,,1080.0,1080.0,1727.0,100.0,1827.0
RI,Rhode Island,2020-07-01,2020,U,Y,309281.0,279583.0,29698.0,118819.0,,1303.0,1303.0,2049.0,134.0,2183.0
RI,Rhode Island,2020-08-01,2020,U,Y,312577.0,282483.0,30094.0,119408.0,,1629.0,1629.0,2445.0,177.0,2622.0
RI,Rhode Island,2020-09-01,2020,U,Y,315723.0,285464.0,30259.0,120090.0,,1523.0,1523.0,2318.0,164.0,2482.0
RI,Rhode Island,2020-10-01,2020,U,Y,318399.0,287948.0,30451.0,120659.0,,1332.0,1332.0,1687.0,105.0,1792.0
RI,Rhode Island,2020-11-01,2020,U,Y,321551.0,290584.0,30967.0,121362.0,,1593.0,1593.0,2218.0,120.0,2338.0
RI,Rhode Island,2020-12-01,2020,U,Y,325713.0,294208.0,31505.0,122059.0,,2005.0,2005.0,2622.0,141.0,2763.0
RI,Rhode Island,2021-01-01,2021,U,Y,328028.0,296087.0,31941.0,122291.0,,1667.0,1667.0,2109.0,113.0,2222.0
RI,Rhode Island,2021-02-01,2021,U,Y,329764.0,297493.0,32271.0,122786.0,,1261.0,1261.0,1636.0,115.0,1751.0
RI,Rhode Island,2021-03-01,2021,U,Y,331508.0,298941.0,32567.0,122982.0,,1552.0,1552.0,1912.0,129.0,2041.0
RI,Rhode Island,2021-04-01,2021,U,Y,333565.0,300650.0,32915.0,123389.0,,1270.0,1270.0,1696.0,104.0,1800.0
RI,Rhode Island,2021-05-01,2021,U,Y,334758.0,301539.0,33219.0,123630.0,,1238.0,1238.0,1645.0,115.0,1760.0
RI,Rhode Island,2021-06-01,2021,U,Y,336631.0,302999.0,33632.0,123942.0,,1264.0,1264.0,1753.0,119.0,1872.0
RI,Rhode Island,2021-07-01,2021,U,Y,338291.0,304385.0,33906.0,124225.0,,1327.0,1327.0,1831.0,112.0,1943.0
RI,Rhode Island,2021-08-01,2021,U,Y,340212.0,305871.0,34341.0,124548.0,,1596.0,1596.0,2109.0,149.0,2258.0
RI,Rhode Island,2021-09-01,2021,U,Y,342408.0,307419.0,34989.0,125030.0,,1341.0,1341.0,1789.0,148.0,1937.0
RI,Rhode Island,2021-10-01,2021,U,Y,342734.0,307732.0,35002.0,124970.0,,1224.0,1224.0,1520.0,138.0,1658.0
RI,Rhode Island,2021-11-01,2021,U,Y,344557.0,309245.0,35312.0,125200.0,,1639.0,1639.0,1762.0,121.0,1883.0
RI,Rhode Island,2021-12-01,2021,U,Y,344318.0,309008.0,35310.0,124749.0,,1772.0,1772.0,1404.0,76.0,1480.0
RI,Rhode Island,2022-01-01,2022,U,Y,345734.0,309966.0,35768.0,125062.0,,1895.0,1895.0,1497.0,101.0,1598.0
RI,Rhode Island,2022-02-01,2022,U,Y,347056.0,311088.0,35968.0,125144.0,,1213.0,1213.0,938.0,85.0,1023.0
RI,Rhode Island,2022-03-01,2022,U,Y,348478.0,312240.0,36238.0,125396.0,,1477.0,1477.0,1162.0,89.0,1251.0
RI,Rhode Island,2022-04-01,2022,U,Y,349624.0,314816.0,34808.0,125379.0,,1240.0,1240.0,915.0,74.0,989.0
RI,Rhode Island,2022-05-01,2022,U,Y,350882.0,315884.0,34998.0,125715.0,,1229.0,1229.0,825.0,90.0,915.0
RI,Rhode Island,2022-06-01,2022,U,Y,352367.0,316996.0,35371.0,125991.0,,1408.0,1408.0,1006.0,74.0,1080.0
RI,Rhode Island,2022-07-01,2022,U,Y,353502.0,318021.0,35481.0,126171.0,,1227.0,1227.0,932.0,96.0,1028.0
RI,Rhode Island,2022-08-01,2022,U,Y,355465.0,320369.0,35096.0,126694.0,,1553.0,1553.0,1143.0,82.0,1225.0
RI,Rhode Island,2022-09-01,2022,U,Y,357068.0,321798.0,35270.0,127066.0,,1369.0,1369.0,1057.0,82.0,1139.0
RI,Rhode Island,2022-10-01,2022,U,Y,360020.0,324136.0,35884.0,127923.0,,1585.0,1585.0,1237.0,78.0,1315.0
RI,Rhode Island,2022-11-01,2022,U,Y,360705.0,324814.0,35891.0,128363.0,,1632.0,1632.0,1220.0,104.0,1324.0
RI,Rhode Island,2022-12-01,2022,U,Y,362512.0,326168.0,36344.0,128699.0,,1657.0,1657.0,1136.0,94.0,1230.0
RI,Rhode Island,2023-01-01,2023,U,Y,365005.0,328374.0,36631.0,129345.0,,1762.0,1762.0,1269.0,74.0,1343.0
RI,Rhode Island,2023-02-01,2023,U,Y,368307.0,331336.0,36971.0,129951.0,,1240.0,1240.0,0.0,0.0,0.0
RI,Rhode Island,2023-03-01,2023,U,Y,370167.0,333040.0,37127.0,130318.0,,1445.0,1445.0,1100.0,72.0,1172.0
RI,Rhode Island,2023-04-01,2023,U,Y,372312.0,335828.0,36484.0,130631.0,,1246.0,1246.0,1041.0,64.0,1105.0
RI,Rhode Island,2023-05-01,2023,U,Y,373989.0,337476.0,36513.0,130998.0,,1377.0,1377.0,1206.0,85.0,1291.0
RI,Rhode Island,2023-06-01,2023,U,Y,372991.0,336336.0,36655.0,131376.0,,1434.0,1434.0,1226.0,90.0,1316.0
RI,Rhode Island,2023-07-01,2023,U,Y,373260.0,336281.0,36979.0,131956.0,,1359.0,1359.0,1147.0,79.0,1226.0
RI,Rhode Island,2023-08-01,2023,U,Y,371940.0,334700.0,37240.0,132574.0,,1654.0,1654.0,1339.0,75.0,1414.0
RI,Rhode Island,2023-09-01,2023,U,Y,368687.0,331292.0,37395.0,133066.0,,1461.0,1461.0,1112.0,59.0,1171.0
RI,Rhode Island,2023-10-01,2023,U,Y,362738.0,326004.0,36734.0,132466.0,,1410.0,1410.0,1115.0,44.0,1159.0
RI,Rhode Island,2023-11-01,2023,U,Y,356334.0,319399.0,36935.0,132760.0,,1790.0,1790.0,1594.0,61.0,1655.0
RI,Rhode Island,2023-12-01,2023,U,Y,351551.0,314477.0,37074.0,132961.0,,1821.0,1821.0,1557.0,65.0,1622.0
RI,Rhode Island,2024-01-01,2024,U,Y,348662.0,311650.0,37012.0,133071.0,,2466.0,2466.0,2122.0,85.0,2207.0
RI,Rhode Island,2024-02-01,2024,U,Y,340876.0,304272.0,36604.0,130512.0,,1647.0,1647.0,1363.0,73.0,1436.0
RI,Rhode Island,2024-03-01,2024,U,Y,336537.0,300695.0,35842.0,128629.0,,1662.0,1662.0,1450.0,49.0,1499.0
RI,Rhode Island,2024-04-01,2024,U,Y,330528.0,297128.0,33400.0,126278.0,,1572.0,1572.0,1533.0,105.0,1638.0
RI,Rhode Island,2024-05-01,2024,U,Y,319818.0,287667.0,32151.0,122894.0,,1605.0,1605.0,1281.0,79.0,1360.0
RI,Rhode Island,2024-06-01,2024,U,Y,317487.0,286020.0,31467.0,122267.0,,1480.0,1480.0,1225.0,60.0,1285.0
RI,Rhode Island,2024-07-01,2024,U,Y,318081.0,286470.0,31611.0,122743.0,195338.0,1749.0,1749.0,1430.0,94.0,1524.0
RI,Rhode Island,2024-08-01,2024,U,Y,318769.0,287248.0,31521.0,123192.0,195577.0,1913.0,1913.0,1815.0,176.0,1991.0
RI,Rhode Island,2024-09-01,2024,U,Y,317826.0,286863.0,30963.0,123315.0,194511.0,1965.0,1965.0,2046.0,242.0,2288.0
RI,Rhode Island,2024-10-01,2024,U,Y,307040.0,273810.0,33230.0,123572.0,183468.0,2051.0,2051.0,2063.0,218.0,2281.0
RI,Rhode Island,2024-11-01,2024,U,Y,306161.0,273400.0,32761.0,123390.0,182771.0,2043.0,2043.0,2235.0,259.0,2494.0
RI,Rhode Island,2024-12-01,2024,U,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RI,Rhode Island,2025-01-01,2025,U,Y,312216.0,279404.0,32812.0,124428.0,187788.0,0.0,0.0,0.0,0.0,0.0
RI,Rhode Island,2025-02-01,2025,U,Y,317094.0,283813.0,33281.0,125262.0,191832.0,1755.0,1755.0,1847.0,154.0,2001.0
RI,Rhode Island,2025-03-01,2025,U,Y,317723.0,284846.0,32877.0,124877.0,192846.0,1531.0,1531.0,1636.0,173.0,1809.0
RI,Rhode Island,2025-04-01,2025,U,Y,318588.0,285386.0,33202.0,124749.0,193839.0,1589.0,1589.0,1722.0,215.0,1937.0
RI,Rhode Island,2025-05-01,2025,U,Y,317946.0,285523.0,32423.0,123690.0,194256.0,1564.0,1564.0,1661.0,200.0,1861.0
RI,Rhode Island,2025-06-01,2025,U,Y,313733.0,281007.0,32726.0,122230.0,191503.0,1594.0,1594.0,1809.0,229.0,2038.0
