state,state_abbr,fiscal_year,program_category,expenditure_category,expenditure_amount,federal_share,state_share,total_computable_expenditure,source_file,source_url,source_type,notes,date_accessed,review_status
Alabama,AL,2019,CHIP,Total,242908069,242908069,0,242908069,FY 2019 CHIP NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2019.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Arkansas,AR,2021,Medicaid Program,Total Newly Eligible,2304656273,2073734333,2073734333,2304656273,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Arkansas,AR,2021,Medicaid Program,Total Not Newly,29381019,22743318,20901572,29381019,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Arkansas,AR,2021,Medicaid Program,Total VIII Group,2334037292,2096477651,2094635905,2334037292,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Arkansas,AR,2021,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Arkansas,AR,2021,Medicaid Program,Total COVID19 Section 6008,7222772682,5891421856,5591141378,7222772682,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Arkansas,AR,2021,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,7222772682,5891421856,5591141378,7222772682,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
California,CA,2021,Medicaid Program,Total Net Expenditures,108748132753,70964934493,66137428649,108748132753,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
California,CA,2021,Medicaid Program,Total Newly Eligible,27311262275,24613780955,24613780955,27311262275,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
California,CA,2021,Medicaid Program,Total Not Newly,169182193,94967172,84593504,169182193,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
California,CA,2021,Medicaid Program,Total VIII Group,27480444468,24708748127,24698374459,27480444468,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
California,CA,2021,Medicaid Program,Total COVID19 Section 6004,4473571,4473571,0,4473571,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
California,CA,2021,Medicaid Program,Total COVID19 Section 6008,112533200860,73651484892,68823979048,112533200860,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
California,CA,2021,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,112537674431,73655958463,68823979048,112537674431,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Colorado,CO,2021,Medicaid Program,Total Net Expenditures,10693728321,6935228428,6489182569,10693728321,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Colorado,CO,2021,Medicaid Program,Total Newly Eligible,2918505898,2614199130,2614199130,2918505898,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Colorado,CO,2021,Medicaid Program,Total Not Newly,12573098,6873889,6066329,12573098,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Colorado,CO,2021,Medicaid Program,Total VIII Group,2931078996,2621073019,2620265459,2931078996,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Colorado,CO,2021,Medicaid Program,Total COVID19 Section 6004,13080,13080,0,13080,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Colorado,CO,2021,Medicaid Program,Total COVID19 Section 6008,10843159456,7035862904,6589830951,10843159456,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Colorado,CO,2021,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,10843172536,7035875984,6589830951,10843172536,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Connecticut,CT,2021,Medicaid Program,Total Net Expenditures,9249509783,5998479034,5565828342,9249509783,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Connecticut,CT,2021,Medicaid Program,Total Newly Eligible,2110747634,1899405196,1899405196,2110747634,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Connecticut,CT,2021,Medicaid Program,Total Not Newly,494777598,279056581,248370506,494777598,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Connecticut,CT,2021,Medicaid Program,Total VIII Group,2605525232,2178461777,2147775702,2605525232,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Connecticut,CT,2021,Medicaid Program,Total COVID19 Section 6004,1170385,1170385,0,1170385,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Connecticut,CT,2021,Medicaid Program,Total COVID19 Section 6008,9248339398,6017738644,5585087952,9248339398,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Connecticut,CT,2021,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,9249509783,6018909029,5585087952,9249509783,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Delaware,DE,2021,Medicaid Program,Total Net Expenditures,2413163883,1667481187,1546903976,2413163883,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Delaware,DE,2021,Medicaid Program,Total Newly Eligible,52728607,47398517,47398517,52728607,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Delaware,DE,2021,Medicaid Program,Total Not Newly,427964854,384852198,384852198,427964854,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Delaware,DE,2021,Medicaid Program,Total VIII Group,480693461,432250715,432250715,480693461,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Delaware,DE,2021,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Delaware,DE,2021,Medicaid Program,Total COVID19 Section 6008,2420826853,1673363747,1552786536,2420826853,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Delaware,DE,2021,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,2420826853,1673363747,1552786536,2420826853,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
District of Columbia,DC,2021,Medicaid Program,Total Net Expenditures,3344903713,2658872975,2496480054,3344903713,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
District of Columbia,DC,2021,Medicaid Program,Total Newly Eligible,508588234,458991486,458991486,508588234,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
District of Columbia,DC,2021,Medicaid Program,Total Not Newly,17815065,16074972,16074972,17815065,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
District of Columbia,DC,2021,Medicaid Program,Total VIII Group,526403299,475066458,475066458,526403299,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
District of Columbia,DC,2021,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
District of Columbia,DC,2021,Medicaid Program,Total COVID19 Section 6008,3403355892,2707572432,2545179511,3403355892,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
District of Columbia,DC,2021,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,3403355892,2707572432,2545179511,3403355892,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Florida,FL,2021,Medicaid Program,Total Net Expenditures,28041254009,19377610096,17628405206,28041254009,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Florida,FL,2021,Medicaid Program,Total Newly Eligible,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Florida,FL,2021,Medicaid Program,Total Not Newly,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Florida,FL,2021,Medicaid Program,Total VIII Group,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Florida,FL,2021,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Florida,FL,2021,Medicaid Program,Total COVID19 Section 6008,28368832339,19631156166,17881951276,28368832339,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Florida,FL,2021,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,28368832339,19631156166,17881951276,28368832339,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Georgia,GA,2021,Medicaid Program,Total Net Expenditures,12210335666,8991602771,8259855819,12210335666,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Georgia,GA,2021,Medicaid Program,Total Newly Eligible,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Georgia,GA,2021,Medicaid Program,Total Not Newly,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Georgia,GA,2021,Medicaid Program,Total VIII Group,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Georgia,GA,2021,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Georgia,GA,2021,Medicaid Program,Total COVID19 Section 6008,12359039625,9112421167,8380674215,12359039625,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Georgia,GA,2021,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,12359039625,9112421167,8380674215,12359039625,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Hawaii,HI,2021,Medicaid Program,Total Net Expenditures,2787226892,1915208583,1796535069,2787226892,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Hawaii,HI,2021,Medicaid Program,Total Newly Eligible,722165267,649792659,649792659,722165267,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Hawaii,HI,2021,Medicaid Program,Total Not Newly,147032916,132292978,132292978,147032916,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Hawaii,HI,2021,Medicaid Program,Total VIII Group,869198183,782085637,782085637,869198183,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Hawaii,HI,2021,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Hawaii,HI,2021,Medicaid Program,Total COVID19 Section 6008,2851934429,1962178888,1843505374,2851934429,FY 2021 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2021.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
