state_abbreviation,state_name,reporting_month,flag_type,flag_description,metric_name,metric_value,comparison_value,interpretation_note
ID,Idaho,2023-09-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,11378.000000,7461.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
ID,Idaho,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-30172.000000,507.317647,Review flag only; this does not identify a cause or indicate performance.
ID,Idaho,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
ID,Idaho,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
IL,Illinois,2019-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,62434.000000,51600.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
IL,Illinois,2019-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,63234.000000,53147.857143,"Review flag only; applications are descriptive operational indicators, not performance scores."
IL,Illinois,2020-03-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,72554.000000,56291.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
IL,Illinois,2020-04-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,82039.000000,57931.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
IL,Illinois,2020-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,82887.000000,51282.750000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IL,Illinois,2020-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,63985.000000,40.294118,Review flag only; this does not identify a cause or indicate performance.
IL,Illinois,2022-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,55308.000000,47005.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
IL,Illinois,2022-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,62224.000000,47637.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
IL,Illinois,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,62187.000000,48030.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
IL,Illinois,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,32433.000000,26518.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IL,Illinois,2023-10-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-101727.000000,40.294118,Review flag only; this does not identify a cause or indicate performance.
IL,Illinois,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,69334.000000,50778.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
IL,Illinois,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,34988.000000,26945.750000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IL,Illinois,2024-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,40936.000000,27999.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IL,Illinois,2024-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,45033.000000,29167.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IL,Illinois,2024-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-81727.000000,40.294118,Review flag only; this does not identify a cause or indicate performance.
IL,Illinois,2024-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-64883.000000,40.294118,Review flag only; this does not identify a cause or indicate performance.
IL,Illinois,2024-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-63195.000000,40.294118,Review flag only; this does not identify a cause or indicate performance.
IL,Illinois,2025-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,48287.000000,38713.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IL,Illinois,2025-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,462922.000000,47666.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
IL,Illinois,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
IL,Illinois,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
IN,Indiana,2022-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,26199.000000,19381.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IN,Indiana,2023-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,29195.000000,20092.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IN,Indiana,2023-02-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,37326.000000,26640.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
IN,Indiana,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,40759.000000,28400.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
IN,Indiana,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-43381.000000,1161.658824,Review flag only; this does not identify a cause or indicate performance.
IN,Indiana,2023-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,45942.000000,29580.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
IN,Indiana,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,56670.000000,31219.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
IN,Indiana,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,33920.000000,23589.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IN,Indiana,2023-09-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,60015.000000,33173.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
IN,Indiana,2023-09-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,33683.000000,24470.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IN,Indiana,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,63576.000000,35642.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
IN,Indiana,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,36943.000000,25479.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IN,Indiana,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,76628.000000,44013.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
IN,Indiana,2024-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,42134.000000,36881.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IN,Indiana,2025-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-42312.000000,1161.658824,Review flag only; this does not identify a cause or indicate performance.
IN,Indiana,2025-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,77784.000000,62582.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
IN,Indiana,2026-01-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-58107.000000,1161.658824,Review flag only; this does not identify a cause or indicate performance.
IN,Indiana,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
IN,Indiana,2026-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,47656.000000,37985.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
IN,Indiana,2026-02-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-41827.000000,1161.658824,Review flag only; this does not identify a cause or indicate performance.
IN,Indiana,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
KS,Kansas,2022-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,12665.000000,72.400000,Review flag only; this does not identify a cause or indicate performance.
KS,Kansas,2023-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-25594.000000,72.400000,Review flag only; this does not identify a cause or indicate performance.
KS,Kansas,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,13369.000000,1113.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
KS,Kansas,2023-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,14056.000000,2227.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
KS,Kansas,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-11988.000000,72.400000,Review flag only; this does not identify a cause or indicate performance.
KS,Kansas,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,16167.000000,3399.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
KS,Kansas,2023-11-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-13211.000000,72.400000,Review flag only; this does not identify a cause or indicate performance.
KS,Kansas,2023-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-14303.000000,72.400000,Review flag only; this does not identify a cause or indicate performance.
KS,Kansas,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,767.000000,124.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
KS,Kansas,2026-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,15187.000000,12956.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
KS,Kansas,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
KS,Kansas,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
KY,Kentucky,2019-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,9604.000000,8582.714286,"Review flag only; applications are descriptive operational indicators, not performance scores."
KY,Kentucky,2020-04-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,42643.000000,8780.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
KY,Kentucky,2020-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,48883.000000,-108.729412,Review flag only; this does not identify a cause or indicate performance.
KY,Kentucky,2020-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,43630.000000,13364.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
KY,Kentucky,2020-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,46462.000000,-108.729412,Review flag only; this does not identify a cause or indicate performance.
KY,Kentucky,2020-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,44288.000000,-108.729412,Review flag only; this does not identify a cause or indicate performance.
KY,Kentucky,2021-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-106638.000000,-108.729412,Review flag only; this does not identify a cause or indicate performance.
KY,Kentucky,2022-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,261823.000000,5429.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
KY,Kentucky,2023-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,11913.000000,9280.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
KY,Kentucky,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,12959.000000,9664.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
KY,Kentucky,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,11368.000000,6686.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
KY,Kentucky,2024-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-45950.000000,-108.729412,Review flag only; this does not identify a cause or indicate performance.
KY,Kentucky,2024-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,12997.000000,9374.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
KY,Kentucky,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
KY,Kentucky,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
LA,Louisiana,2019-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-69799.000000,-2168.894118,Review flag only; this does not identify a cause or indicate performance.
LA,Louisiana,2019-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,34144.000000,30170.571429,"Review flag only; applications are descriptive operational indicators, not performance scores."
LA,Louisiana,2020-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,36204.000000,30423.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
LA,Louisiana,2020-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,16296.000000,12468.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
LA,Louisiana,2021-11-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,9542.000000,7082.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
LA,Louisiana,2023-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,16310.000000,13859.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
LA,Louisiana,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,17973.000000,14040.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
LA,Louisiana,2023-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,20643.000000,14394.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
LA,Louisiana,2023-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,7574.000000,6014.583333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
LA,Louisiana,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,23110.000000,15000.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
LA,Louisiana,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,9986.000000,6145.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
LA,Louisiana,2023-09-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,9035.000000,6401.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
LA,Louisiana,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,10030.000000,6676.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
LA,Louisiana,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,27045.000000,18399.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
LA,Louisiana,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,11543.000000,7672.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
LA,Louisiana,2026-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,27463.000000,23751.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
LA,Louisiana,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
LA,Louisiana,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
MA,Massachusetts,2021-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,15262.000000,13439.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
MA,Massachusetts,2021-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,15835.000000,13672.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
MA,Massachusetts,2021-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13127.000000,9395.750000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MA,Massachusetts,2021-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,15368.000000,9655.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MA,Massachusetts,2021-09-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,16788.000000,14053.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
MA,Massachusetts,2021-09-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,18120.000000,10170.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MA,Massachusetts,2022-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,18116.000000,15825.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
MA,Massachusetts,2022-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,20432.000000,16199.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
MA,Massachusetts,2023-03-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,20790.000000,17850.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
MA,Massachusetts,2023-05-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,21663.000000,18375.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
MA,Massachusetts,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,23462.000000,18839.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
MA,Massachusetts,2023-06-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,17459.000000,14107.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MA,Massachusetts,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,27049.000000,19645.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
MA,Massachusetts,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,22367.000000,14864.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MA,Massachusetts,2023-08-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-62740.000000,-166.929412,Review flag only; this does not identify a cause or indicate performance.
MA,Massachusetts,2023-11-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-53426.000000,-166.929412,Review flag only; this does not identify a cause or indicate performance.
MA,Massachusetts,2023-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-33614.000000,-166.929412,Review flag only; this does not identify a cause or indicate performance.
MA,Massachusetts,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,32298.000000,22795.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
MA,Massachusetts,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,24119.000000,17290.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MA,Massachusetts,2024-01-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-47755.000000,-166.929412,Review flag only; this does not identify a cause or indicate performance.
MA,Massachusetts,2024-02-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-51700.000000,-166.929412,Review flag only; this does not identify a cause or indicate performance.
MA,Massachusetts,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
MA,Massachusetts,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
MD,Maryland,2019-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,109216.000000,97153.555556,"Review flag only; applications are descriptive operational indicators, not performance scores."
MD,Maryland,2019-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,114178.000000,98359.800000,"Review flag only; applications are descriptive operational indicators, not performance scores."
MD,Maryland,2020-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,49658.000000,38841.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2020-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,53265.000000,41895.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2021-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,45033.000000,37023.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2021-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,47589.000000,38443.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2023-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,53750.000000,38052.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2023-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,53681.000000,39616.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2023-05-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,63897.000000,40721.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,97571.000000,79446.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
MD,Maryland,2023-06-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,64172.000000,43104.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2023-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,106928.000000,81449.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
MD,Maryland,2023-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,71500.000000,45609.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,121498.000000,84539.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
MD,Maryland,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,82528.000000,48209.750000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
MD,Maryland,2023-09-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,120624.000000,88764.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
MD,Maryland,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,144166.000000,92884.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
